,SOLUSDT,LTCUSDT,Spread,Zscore
439,156.41022366,85.11,5.765523660000014,-0.24584009168224735
440,156.22349588,85.09,5.614195879999983,-0.3006863377988208
441,155.20760783,84.84149983,5.038153130899985,-0.6660232435422423
442,154.723,84.98423998,4.30089523540002,-1.0955508467526023
443,156.639,85.30451654,5.650005724200014,-0.13913605555319167
444,157.82379441,85.76867297,6.013243253100001,0.09932756644401633
445,155.844,86.32,3.057600000000008,-1.75746706520287
446,156.65,85.96292566,4.495621581800009,-0.8136015791878052
447,159.08,86.16895081,6.560957066300006,0.46594470316291325
448,157.923,86.46239796,4.884555610799993,-0.6649213904449605
449,158.14447008,86.48574022,5.0647098906,-0.5787906718013924
450,157.74575516,86.88155113,3.96540965989999,-1.2295828422288817
451,157.26394755,87.09217778,3.110792879400009,-1.6179299341182094
452,157.139,87.4343396,2.3802189080000176,-1.8049668859501993
453,157.69212074,87.05949388,3.5968165724000016,-1.025226863932365
