,sym_1,sym_2,p_value,t_value,critical_value,hedge_ratio,zero_crossing
400,INJUSDT,AUCTIONUSDT,0.0,-4.32,-3.35,1.53,23
1134,ETHFIUSDT,SNXUSDT,0.0,-4.56,-3.35,1.35,23
118,XLMUSDT,ZECUSDT,0.04,-3.39,-3.35,0.0,23
553,IDEXUSDT,RUNEUSDT,0.02,-3.65,-3.35,0.01,23
1130,ETHFIUSDT,ARPAUSDT,0.01,-3.88,-3.35,54.75,23
707,API3USDT,STGUSDT,0.01,-3.94,-3.35,4.46,23
432,BADGERUSDT,OGNUSDT,0.01,-3.84,-3.35,27.53,23
281,BCHUSDT,MASKUSDT,0.03,-3.49,-3.35,137.31,23
808,HIFIUSDT,KEYUSDT,0.0,-4.23,-3.35,116.82,23
633,JOEUSDT,XVSUSDT,0.02,-3.67,-3.35,0.05,22
439,LPTUSDT,FETUSDT,0.02,-3.65,-3.35,6.13,22
263,RENUSDT,MASKUSDT,0.01,-3.9,-3.35,0.02,22
594,CVXUSDT,ALPHAUSDT,0.01,-3.86,-3.35,21.51,22
1150,ETHFIUSDT,BONDUSDT,0.01,-3.83,-3.35,1.29,22
743,LDOUSDT,SNXUSDT,0.04,-3.46,-3.35,0.68,22
748,LDOUSDT,SKLUSDT,0.0,-4.2,-3.35,21.97,22
284,CHRUSDT,KEYUSDT,0.02,-3.7,-3.35,43.95,22
688,API3USDT,REEFUSDT,0.03,-3.54,-3.35,1075.74,22
291,MDTUSDT,EGLDUSDT,0.01,-4.09,-3.35,0.0,22
980,SEIUSDT,FETUSDT,0.03,-3.49,-3.35,0.26,22
810,HIFIUSDT,NKNUSDT,0.04,-3.41,-3.35,6.33,22
226,DOGEUSDT,FLOWUSDT,0.02,-3.61,-3.35,0.16,22
288,MDTUSDT,COMPUSDT,0.0,-4.88,-3.35,0.0,22
295,MDTUSDT,ROSEUSDT,0.01,-4.02,-3.35,0.81,22
457,C98USDT,ALPHAUSDT,0.01,-3.79,-3.35,2.37,22
210,DOGEUSDT,LRCUSDT,0.05,-3.36,-3.35,0.58,22
298,MDTUSDT,TLMUSDT,0.04,-3.39,-3.35,4.58,22
785,HFTUSDT,NKNUSDT,0.01,-4.02,-3.35,2.36,22
327,ZENUSDT,GLMRUSDT,0.03,-3.55,-3.35,27.23,22
670,API3USDT,RVNUSDT,0.05,-3.38,-3.35,78.44,21
951,EDUUSDT,JOEUSDT,0.02,-3.61,-3.35,1.1,21
152,USDCUSDT,BTCUSDT,0.01,-3.87,-3.35,0.0,21
419,TRUUSDT,AXLUSDT,0.01,-4.07,-3.35,0.1,21
77,NEOUSDT,OMUSDT,0.0,-4.2,-3.35,24.74,21
1087,JUPUSDT,KEYUSDT,0.05,-3.35,-3.35,145.04,21
753,LDOUSDT,RADUSDT,0.05,-3.37,-3.35,1.07,21
498,MINAUSDT,VANRYUSDT,0.02,-3.69,-3.35,4.89,21
647,JOEUSDT,BONDUSDT,0.03,-3.56,-3.35,0.18,21
492,MINAUSDT,COTIUSDT,0.04,-3.46,-3.35,6.77,21
572,AUCTIONUSDT,ZECUSDT,0.02,-3.68,-3.35,0.79,21
1144,ETHFIUSDT,SKLUSDT,0.0,-4.14,-3.35,43.72,21
1090,RONINUSDT,RIFUSDT,0.01,-3.99,-3.35,15.07,21
438,MASKUSDT,KEYUSDT,0.03,-3.56,-3.35,499.63,21
729,ASTRUSDT,KEYUSDT,0.04,-3.46,-3.35,14.35,21
450,C98USDT,BANDUSDT,0.02,-3.7,-3.35,0.19,21
449,C98USDT,KEYUSDT,0.01,-3.98,-3.35,41.29,21
674,API3USDT,COMPUSDT,0.01,-3.92,-3.35,0.04,21
251,RENUSDT,RSRUSDT,0.02,-3.65,-3.35,10.14,21
232,DUSKUSDT,POLYXUSDT,0.0,-5.34,-3.35,0.87,21
847,LQTYUSDT,BADGERUSDT,0.03,-3.48,-3.35,0.24,21
1079,MANTAUSDT,BCHUSDT,0.01,-3.87,-3.35,0.0,21
241,RENUSDT,OMGUSDT,0.01,-4.01,-3.35,0.1,21
1133,ETHFIUSDT,LRCUSDT,0.02,-3.59,-3.35,15.42,21
890,GASUSDT,ETHUSDT,0.01,-3.89,-3.35,0.0,21
382,UNIUSDT,RSRUSDT,0.04,-3.45,-3.35,1171.44,21
1125,ETHFIUSDT,ONEUSDT,0.04,-3.43,-3.35,191.79,21
811,HIFIUSDT,SNXUSDT,0.0,-4.37,-3.35,0.28,21
282,BCHUSDT,YGGUSDT,0.01,-3.97,-3.35,523.23,21
928,RDNTUSDT,ORDIUSDT,0.01,-3.8,-3.35,0.0,20
304,MDTUSDT,BICOUSDT,0.01,-3.77,-3.35,0.14,20
694,API3USDT,TLMUSDT,0.01,-3.78,-3.35,141.74,20
1065,ACEUSDT,NKNUSDT,0.0,-4.46,-3.35,45.4,20
155,USDCUSDT,NEOUSDT,0.02,-3.67,-3.35,0.05,20
1046,1000SATSUSDT,RSRUSDT,0.04,-3.4,-3.35,0.05,20
280,BCHUSDT,CFXUSDT,0.03,-3.49,-3.35,1936.9,20
578,MOVRUSDT,RENUSDT,0.03,-3.5,-3.35,199.62,20
600,CVXUSDT,JOEUSDT,0.02,-3.75,-3.35,4.75,20
995,ARKUSDT,XRPUSDT,0.04,-3.42,-3.35,1.53,20
935,EDUUSDT,NKNUSDT,0.0,-4.39,-3.35,4.69,20
552,IDEXUSDT,STORJUSDT,0.04,-3.43,-3.35,0.12,20
481,QNTUSDT,WIFUSDT,0.03,-3.58,-3.35,35.03,20
425,TWTUSDT,LINKUSDT,0.03,-3.49,-3.35,0.07,20
766,STGUSDT,RENUSDT,0.0,-5.08,-3.35,8.09,20
254,RENUSDT,ALPHAUSDT,0.04,-3.46,-3.35,0.54,20
809,HIFIUSDT,RENUSDT,0.01,-3.98,-3.35,12.44,19
163,USDCUSDT,ONTUSDT,0.01,-3.82,-3.35,2.72,19
319,ZENUSDT,IOTXUSDT,0.03,-3.56,-3.35,154.35,19
1131,ETHFIUSDT,BCHUSDT,0.04,-3.44,-3.35,0.01,19
463,C98USDT,GTCUSDT,0.04,-3.39,-3.35,0.23,19
358,OCEANUSDT,RNDRUSDT,0.04,-3.46,-3.35,0.11,19
911,ARBUSDT,BNTUSDT,0.04,-3.41,-3.35,1.63,19
799,HOOKUSDT,KEYUSDT,0.0,-4.88,-3.35,135.1,19
1073,ACEUSDT,LINAUSDT,0.01,-3.81,-3.35,656.39,19
468,C98USDT,AMBUSDT,0.03,-3.5,-3.35,32.3,19
727,ASTRUSDT,XRPUSDT,0.0,-4.36,-3.35,0.21,19
716,API3USDT,NTRNUSDT,0.0,-4.13,-3.35,3.08,19
1023,BLURUSDT,ZRXUSDT,0.04,-3.44,-3.35,0.78,19
1004,NTRNUSDT,KEYUSDT,0.0,-4.38,-3.35,109.84,19
630,JOEUSDT,SUSHIUSDT,0.05,-3.35,-3.35,0.52,19
472,QNTUSDT,ANKRUSDT,0.0,-4.21,-3.35,2106.07,19
367,EGLDUSDT,CHZUSDT,0.02,-3.68,-3.35,368.2,19
805,HIFIUSDT,ENJUSDT,0.02,-3.68,-3.35,2.51,19
115,QTUMUSDT,ALTUSDT,0.04,-3.39,-3.35,9.04,19
974,MAVUSDT,JOEUSDT,0.04,-3.38,-3.35,0.78,19
559,IDEXUSDT,1INCHUSDT,0.04,-3.4,-3.35,0.15,19
417,TRUUSDT,SUIUSDT,0.02,-3.76,-3.35,0.09,19
1108,PORTALUSDT,RADUSDT,0.04,-3.4,-3.35,0.58,19
741,LDOUSDT,WAVESUSDT,0.02,-3.7,-3.35,0.83,19
952,EDUUSDT,GLMRUSDT,0.03,-3.49,-3.35,1.9,19
381,UNIUSDT,CHRUSDT,0.02,-3.64,-3.35,24.61,19
1138,ETHFIUSDT,KSMUSDT,0.02,-3.62,-3.35,0.13,19
561,GALAUSDT,ADAUSDT,0.04,-3.39,-3.35,0.1,19
652,IMXUSDT,SOLUSDT,0.0,-4.46,-3.35,0.01,19
663,GLMRUSDT,KNCUSDT,0.03,-3.5,-3.35,0.56,19
752,LDOUSDT,YGGUSDT,0.01,-3.92,-3.35,2.13,19
548,IDEXUSDT,RVNUSDT,0.01,-3.94,-3.35,2.06,19
994,CYBERUSDT,NKNUSDT,0.0,-4.19,-3.35,72.15,19
328,ZENUSDT,HOOKUSDT,0.05,-3.37,-3.35,9.18,18
837,LQTYUSDT,RUNEUSDT,0.04,-3.39,-3.35,0.2,18
423,CKBUSDT,HIFIUSDT,0.04,-3.4,-3.35,0.03,18
1082,MANTAUSDT,CKBUSDT,0.03,-3.5,-3.35,92.18,18
255,RENUSDT,AUDIOUSDT,0.01,-3.82,-3.35,0.34,18
651,IMXUSDT,KEYUSDT,0.04,-3.39,-3.35,286.76,18
324,ZENUSDT,RIFUSDT,0.0,-4.12,-3.35,44.13,18
1057,1000SATSUSDT,BICOUSDT,0.01,-4.01,-3.35,0.0,18
430,BADGERUSDT,RENUSDT,0.05,-3.37,-3.35,66.66,18
645,JOEUSDT,MASKUSDT,0.01,-4.0,-3.35,0.16,18
588,CVXUSDT,RENUSDT,0.04,-3.43,-3.35,39.84,18
360,OCEANUSDT,BOMEUSDT,0.03,-3.54,-3.35,88.23,18
461,C98USDT,REEFUSDT,0.0,-5.66,-3.35,131.17,18
841,LQTYUSDT,FILUSDT,0.02,-3.62,-3.35,0.17,18
451,C98USDT,ARPAUSDT,0.01,-3.94,-3.35,4.05,18
279,BCHUSDT,SKLUSDT,0.01,-4.01,-3.35,5384.25,18
264,RENUSDT,GTCUSDT,0.01,-3.91,-3.35,0.05,17
1132,ETHFIUSDT,CTSIUSDT,0.03,-3.51,-3.35,19.51,17
221,DOGEUSDT,CAKEUSDT,0.01,-3.82,-3.35,0.05,17
109,QTUMUSDT,POWRUSDT,0.01,-3.77,-3.35,13.02,17
300,MDTUSDT,YGGUSDT,0.0,-5.41,-3.35,0.08,17
1047,1000SATSUSDT,RUNEUSDT,0.0,-4.69,-3.35,0.0,17
107,QTUMUSDT,XVGUSDT,0.04,-3.46,-3.35,602.98,17
955,SNTUSDT,HOTUSDT,0.01,-3.85,-3.35,15.84,17
540,IDEXUSDT,EOSUSDT,0.03,-3.55,-3.35,0.08,17
541,IDEXUSDT,IOTAUSDT,0.01,-4.0,-3.35,0.27,17
509,WAXPUSDT,BNTUSDT,0.01,-3.85,-3.35,0.1,17
94,LTCUSDT,LOOMUSDT,0.01,-4.04,-3.35,983.93,17
723,API3USDT,PIXELUSDT,0.03,-3.48,-3.35,5.23,17
550,IDEXUSDT,LRCUSDT,0.03,-3.58,-3.35,0.25,17
786,HFTUSDT,ARPAUSDT,0.02,-3.63,-3.35,4.27,17
751,LDOUSDT,BADGERUSDT,0.03,-3.52,-3.35,0.45,17
763,STGUSDT,ONEUSDT,0.01,-3.9,-3.35,26.08,17
424,CKBUSDT,STRKUSDT,0.04,-3.44,-3.35,0.02,17
