,OCEANUSDT,AGIXUSDT,Spread,Zscore
418,0.9586,0.93882493,-0.008389677900000003,0.5321498198296156
419,0.95540186,0.936,-0.00867814,0.4354873471641682
420,0.9462,0.92832806,-0.009977901800000022,0.178091571692516
421,0.9465,0.92941614,-0.010798624199999995,-0.011406974108839967
422,0.94485033,0.928,-0.010989670000000062,-0.12809044878539072
423,0.9314,0.91351848,-0.009524034400000048,0.08532583461990821
424,0.9454,0.926,-0.008380000000000054,0.25433919838109437
425,0.93745495,0.91863242,-0.00873644260000006,0.07247292438662858
426,0.9519874,0.93441774,-0.010462872199999973,-0.4491479276889006
427,0.9526974,0.9365,-0.011897599999999953,-0.8985520281931861
428,0.9768,0.9576,-0.009527999999999981,-0.293024899000133
429,0.9802,0.9629,-0.011587000000000014,-1.211224814815853
430,0.97680203,0.9617,-0.013748970000000083,-1.794366785101913
431,0.97773622,0.96185903,-0.012978580899999925,-1.421352388348057
432,0.96639626,0.95035653,-0.012470965899999964,-1.160585474070341
433,0.9696908,0.9538,-0.012723200000000046,-1.2113372725777078
434,0.97170667,0.95476082,-0.011696974599999965,-0.7435074148050309
